,Unnamed: 0,name,created_at,description,followers_count,id,screen_name,favourites_count,entities,friends_count,location,url,verified,kol_count
22215,22215,"0xylos (🌳,🌳)",2021-08-20 06:48:15+00:00,"Klimate 🦍, tree sommelier 🌳, and carbon black hole engineer 🕳 @KlimaDAO",1311,1428609635271983104,0xylos_Klima,114,"{'url': {'urls': [{'url': 'https://t.co/mlRZhcQ8LY', 'expanded_url': 'http://klimadao.finance', 'display_url': 'klimadao.finance', 'indices': [0, 23]}]}, 'description': {'urls': []}}",107,,https://t.co/mlRZhcQ8LY,False,2.0
4105,4105,gm,2021-08-27 15:14:41+00:00,the gm app,6639,1431273803288662016,gmtheapp,221,"{'url': {'urls': [{'url': 'https://t.co/VQ6o06nyAY', 'expanded_url': 'https://gm.town/', 'display_url': 'gm.town', 'indices': [0, 23]}]}, 'description': {'urls': []}}",8,,https://t.co/VQ6o06nyAY,False,2.0
3151,3151,Tranquil Finance,2021-09-29 05:46:55+00:00,"First algorithmic money market and liquid staking protocol for Harmony ONE. $TRANQ, $stONE

https://t.co/6DvwqwUp2r

Business contact: @0xMightyM",9103,1443089847019708417,tranquil_fi,53,"{'url': {'urls': [{'url': 'https://t.co/YqPfLpd5MY', 'expanded_url': 'https://tranquil.finance', 'display_url': 'tranquil.finance', 'indices': [0, 23]}]}, 'description': {'urls': [{'url': 'https://t.co/6DvwqwUp2r', 'expanded_url': 'https://discord.gg/tranquilfinance', 'display_url': 'discord.gg/tranquilfinance', 'indices': [92, 115]}]}}",13,,https://t.co/YqPfLpd5MY,False,2.0
1813,1813,teddybits.care,2021-06-28 13:46:39+00:00,"This is a main stage of TeddyBits🧸 , where you can say hi and get new info about them. https://t.co/9tZxNOHQvi",1223,1409508510535090181,TeddybitsC,518,"{'url': {'urls': [{'url': 'https://t.co/f2uvwT9aR4', 'expanded_url': 'https://opensea.io/collection/teddybits', 'display_url': 'opensea.io/collection/ted…', 'indices': [0, 23]}]}, 'description': {'urls': [{'url': 'https://t.co/9tZxNOHQvi', 'expanded_url': 'http://discord.gg/dcxUWX8HZg', 'display_url': 'discord.gg/dcxUWX8HZg', 'indices': [87, 110]}]}}",68,,https://t.co/f2uvwT9aR4,False,2.0
4816,4816,0xbatman,2021-11-30 04:21:54+00:00,"https://t.co/YRSCh3qoHz BatmanDAO
Protecting others requires my own blood. I'm whatever Crypto needs me to be.",1852,1465536493636644865,batmandao,5,"{'description': {'urls': [{'url': 'https://t.co/YRSCh3qoHz', 'expanded_url': 'https://t.me/+BxtRWhIBA4g3YTM1', 'display_url': 't.me/+BxtRWhIBA4g3Y…', 'indices': [0, 23]}]}}",215,"Gotham, Crypto World",,False,2.0
4179,4179,Membrane,2021-10-12 20:12:30+00:00,"Membrane is an OTC protocol that allows for multichain netting and clearing, trading, and lending of crypto assets.",927,1448018669913661453,MembraneTrade,13,{'description': {'urls': []}},29,,,False,2.0
5568,5568,Ghost DAO,2021-09-21 06:30:57+00:00,"""The DAO of DAOs"". Portfolio: @SockzDAO",1008,1440201851886964736,ghxstdao,131,{'description': {'urls': []}},16,https://discord.gg/6qRAGxQRG2,,False,2.0
4121,4121,ΞthernautDAO,2021-07-06 16:25:00+00:00,"A common goods DAO aimed at transforming developers into Ethereum developers.
Discord: https://t.co/2wXSTypBNz
Discourse: https://t.co/ePLN1BRteK",1779,1412447173850157059,EthernautDAO,102,"{'description': {'urls': [{'url': 'https://t.co/2wXSTypBNz', 'expanded_url': 'https://discord.gg/RQ5WYDxUF3', 'display_url': 'discord.gg/RQ5WYDxUF3', 'indices': [87, 110]}, {'url': 'https://t.co/ePLN1BRteK', 'expanded_url': 'https://forum.ethernautdao.io/', 'display_url': 'forum.ethernautdao.io', 'indices': [122, 145]}]}}",39,,,False,2.0
2296,2296,Dinner DAO 🍽️🌐,2021-09-07 00:47:08+00:00,"A DAO of DAOs where friends old and new meet IRL 📍 NYC, LA, PDX https://t.co/AzFmocXQGx",990,1435041783839404039,dinner_dao,320,"{'description': {'urls': [{'url': 'https://t.co/AzFmocXQGx', 'expanded_url': 'http://discord.gg/xKBtgJnB5Z', 'display_url': 'discord.gg/xKBtgJnB5Z', 'indices': [64, 87]}]}}",99,around tables everywhere,,False,2.0
2724,2724,Mirror Curator DAO,2021-10-19 14:24:47+00:00,"For writers, readers, curators |  ❤ @viamirror ❤ Sub DAO of @rhizomedao",3001,1450467903195725836,0xmcdao,9,{'description': {'urls': []}},1,,,False,2.0
689,689,Mirror Club,2021-07-24 04:34:42+00:00,"Spun out of the venerable @seedclubhq, mCLUB is a grant-giving DAO focused on supporting creators on the @viamirror ecosystem. 🪞♣️",1372,1418791550549590020,mClubDAO,215,"{'url': {'urls': [{'url': 'https://t.co/2iTWN9ojUw', 'expanded_url': 'http://mclub.mirror.xyz', 'display_url': 'mclub.mirror.xyz', 'indices': [0, 23]}]}, 'description': {'urls': []}}",2,,https://t.co/2iTWN9ojUw,False,2.0
4826,4826,Olympus Odyssey,2021-08-01 21:06:49+00:00,@OlympusDAO project working to build a liquid secondary market for NFT's within the Olympus ecosystem. $OHM (1+1=3),7321,1421940448768126979,OdysseyOlympus,1272,"{'url': {'urls': [{'url': 'https://t.co/0i9rztknQO', 'expanded_url': 'https://discord.gg/DBJJWkfT3j', 'display_url': 'discord.gg/DBJJWkfT3j', 'indices': [0, 23]}]}, 'description': {'urls': []}}",112,Quality NFT's Transmit Culture,https://t.co/0i9rztknQO,False,2.0
15200,15200,NFTically,2021-06-24 08:03:33+00:00,"𝐓𝐡𝐢𝐧𝐤𝐢𝐧𝐠 𝐍𝐅𝐓𝐬 ? 𝐓𝐡𝐢𝐧𝐤 𝐍𝐅𝐓𝐢𝐜𝐚𝐥𝐥𝐲!
Join our Telegram - https://t.co/GQWRWdte2J and Discord - https://t.co/3liIQa0aHQ
Stay on Top of the NFT Chain!",856,1407972325148921860,NFTically,620,"{'url': {'urls': [{'url': 'https://t.co/sbol9eaH1w', 'expanded_url': 'http://www.nftically.com', 'display_url': 'nftically.com', 'indices': [0, 23]}]}, 'description': {'urls': [{'url': 'https://t.co/GQWRWdte2J', 'expanded_url': 'http://bit.ly/3m8mFLo', 'display_url': 'bit.ly/3m8mFLo', 'indices': [53, 76]}, {'url': 'https://t.co/3liIQa0aHQ', 'expanded_url': 'http://bit.ly/3oC2nKy', 'display_url': 'bit.ly/3oC2nKy', 'indices': [91, 114]}]}}",97,,https://t.co/sbol9eaH1w,False,1.0
16258,16258,Elevate Protocol,2021-08-21 15:53:05+00:00,Building the marketing tools for a decentralized world on @Terra_Money   to help applications scale 🚀,1076,1429109259615313924,ElevateProtocol,23,{'description': {'urls': []}},13,,,False,1.0
17920,17920,Polysynth - We're hiring!,2021-06-22 10:13:27+00:00,Decentralized protocol for trading advanced crypto financial products in an innovative and user-friendly way. Discord: https://t.co/vXBWB4dvcT | Jobs: https://t.co/1re7IOFkCg,3611,1407280535789993985,0xPolysynth,432,"{'url': {'urls': [{'url': 'https://t.co/su0U7LW4sR', 'expanded_url': 'https://polysynth.com', 'display_url': 'polysynth.com', 'indices': [0, 23]}]}, 'description': {'urls': [{'url': 'https://t.co/vXBWB4dvcT', 'expanded_url': 'http://bit.ly/3C8dvET', 'display_url': 'bit.ly/3C8dvET', 'indices': [119, 142]}, {'url': 'https://t.co/1re7IOFkCg', 'expanded_url': 'http://bit.ly/3HmZAxE', 'display_url': 'bit.ly/3HmZAxE', 'indices': [151, 174]}]}}",184,Blockchain,https://t.co/su0U7LW4sR,False,1.0
17509,17509,Archway,2021-09-28 16:17:06+00:00,"Launchpad to @Cosmos and beyond. Incubated by @tendermintHQ 
Join us on Discord: https://t.co/ZjULZGT5CZ",3527,1442885695907905541,archwayHQ,32,"{'url': {'urls': [{'url': 'https://t.co/rT7K9dMK7F', 'expanded_url': 'https://archway.io', 'display_url': 'archway.io', 'indices': [0, 23]}]}, 'description': {'urls': [{'url': 'https://t.co/ZjULZGT5CZ', 'expanded_url': 'http://discord.gg/archwayhq', 'display_url': 'discord.gg/archwayhq', 'indices': [81, 104]}]}}",0,,https://t.co/rT7K9dMK7F,False,1.0
14062,14062,Harmony Play 💙,2021-11-02 16:19:40+00:00,The #1 play to earn platform at @Harmonyprotocol | Join the community: https://t.co/7FCBCkDhe1 | https://t.co/r3FeAAQGG6,1151,1455570278235480067,harmony_play,201,"{'url': {'urls': [{'url': 'https://t.co/t0NnHy4CHo', 'expanded_url': 'http://harmonyplay.one', 'display_url': 'harmonyplay.one', 'indices': [0, 23]}]}, 'description': {'urls': [{'url': 'https://t.co/7FCBCkDhe1', 'expanded_url': 'http://discord.gg/D2gM3nWVNB', 'display_url': 'discord.gg/D2gM3nWVNB', 'indices': [71, 94]}, {'url': 'https://t.co/r3FeAAQGG6', 'expanded_url': 'http://t.me/harmonyplayone', 'display_url': 't.me/harmonyplayone', 'indices': [97, 120]}]}}",348,,https://t.co/t0NnHy4CHo,False,1.0
17332,17332,"MetropolitaDAO (🏙, 🏙)",2021-10-26 02:03:12+00:00,first cross-chain unpegged liquidity protocol. An unofficial fork of Olympus DAO with inspiration from Hop Protocol. https://t.co/B7TzB7jJ64,2306,1452765468020908035,metrodao,20,"{'description': {'urls': [{'url': 'https://t.co/B7TzB7jJ64', 'expanded_url': 'https://discord.com/invite/rjUQV682v4', 'display_url': 'discord.com/invite/rjUQV68…', 'indices': [117, 140]}]}}",17,United Nations,,False,1.0
14106,14106,FocusNFT //,2021-07-26 03:48:53+00:00,"NFT ""DTF"" (Degen Trading Fund) in support of Creatives. Parent Co: Focus Labs @fcslabs Parallel👾//ETHBlockart🧑‍🎨//Nifty🏝//WATCHER👁",1390,1419329991746129923,FocusNft,184,"{'url': {'urls': [{'url': 'https://t.co/qUy5PKIdHK', 'expanded_url': 'http://www.focuslabs.io', 'display_url': 'focuslabs.io', 'indices': [0, 23]}]}, 'description': {'urls': []}}",346,NYC,https://t.co/qUy5PKIdHK,False,1.0
2451,2451,"Crypto, Culture, & Society 🍎",2021-09-13 23:42:35+00:00,A learning DAO exploring the impact of crypto on culture and society. Semester 2 announcement coming soon.,5071,1437562337150455809,CryptoSocietyS1,634,"{'url': {'urls': [{'url': 'https://t.co/WZBW3YOPsJ', 'expanded_url': 'https://society.mirror.xyz/sfgXhqtwwMkhHLnAM1jVr16MdSJ4RGSb1Y6CAKpslgc', 'display_url': 'society.mirror.xyz/sfgXhqtwwMkhHL…', 'indices': [0, 23]}]}, 'description': {'urls': []}}",0,🌍,https://t.co/WZBW3YOPsJ,False,1.0
16629,16629,Rose 🌹,2021-09-29 03:59:47+00:00,Liquidity Layer on @auroraisnear. Stablecoin and Wrapped Assets Exchange + RUSD Borrowing Protocol. Incubated by @NearPad,4055,1443062858384769028,RoseOnAurora,80,"{'url': {'urls': [{'url': 'https://t.co/dPxtbqAhNA', 'expanded_url': 'http://rose.fi', 'display_url': 'rose.fi', 'indices': [0, 23]}]}, 'description': {'urls': []}}",4,,https://t.co/dPxtbqAhNA,False,1.0
16510,16510,"Elrohm Finance (ε, ε)",2021-11-13 11:09:22+00:00,"Elrohm is the 1st #OlympusDAO fork on #Elrond Mainnet.

Discord reveal very soon.

$EGLD $ELROHM $OHM",1433,1459478378998906883,elrohmfinance,6,"{'url': {'urls': [{'url': 'https://t.co/sas9yOd8H9', 'expanded_url': 'https://discord.gg/EQQHYGEx', 'display_url': 'discord.gg/EQQHYGEx', 'indices': [0, 23]}]}, 'description': {'urls': []}}",5,Elrond Mainnet,https://t.co/sas9yOd8H9,False,1.0
16509,16509,swiper.eth,2021-06-28 05:03:39+00:00,"U underappreciate, I swipe. illiquid jpeg bandit. hot potato enjoyooor",1520,1409376705639333892,swiper_eth,11279,{'description': {'urls': []}},1024,NY,,False,1.0
16505,16505,"HALKO ((💎,💎),(🎩,🔺))",2021-07-04 08:37:09+00:00,"Letters and numbers guy @dopex_io
Numbers guy @traderjoe_xyz",1979,1411604861049880579,Halko500k,8133,{'description': {'urls': []}},255,,,False,1.0
14178,14178,COMPLΞX DOG,2021-08-07 04:40:18+00:00,"old dog learning about web3~
available artworks - https://t.co/re2sgdasET",1358,1423866526583574533,complexdognft,3063,"{'description': {'urls': [{'url': 'https://t.co/re2sgdasET', 'expanded_url': 'http://linktr.ee/Complexdog', 'display_url': 'linktr.ee/Complexdog', 'indices': [50, 73]}]}}",642,,,False,1.0
15197,15197,"NidhiDAO (🧘🏾‍♂️,🧘🏾‍♂️)",2021-10-22 21:07:08+00:00,$GURU is money that grows: An algorithmic currency backed by real world assets. Available on #Polygon,5610,1451655951782580227,NidhiDAO,146,"{'url': {'urls': [{'url': 'https://t.co/0nM90GZvvY', 'expanded_url': 'https://linktr.ee/nidhiDAO', 'display_url': 'linktr.ee/nidhiDAO', 'indices': [0, 23]}]}, 'description': {'urls': []}}",6,Himalayas,https://t.co/0nM90GZvvY,False,1.0
2645,2645,"Everest DAO (🏔️,🔺)",2021-06-12 20:15:13+00:00,"🏔️ Everest DAO is an innovation-driven project focused on tackling new and exciting products that range from DeFi, DAOs, NFTs, and more. $EVRT #Avalanche #AVAX",9605,1403808083751718912,EverestDAO,212,"{'url': {'urls': [{'url': 'https://t.co/dcXpGmdcMB', 'expanded_url': 'http://everestdao.net', 'display_url': 'everestdao.net', 'indices': [0, 23]}]}, 'description': {'urls': []}}",83,The Avalanche Network,https://t.co/dcXpGmdcMB,False,1.0
16160,16160,ADALend,2021-09-02 08:19:12+00:00,"ADALend - lending protocol on Cardano and governed by the community. ✨

📝 - https://t.co/GZnN1jhcqc
📲 - https://t.co/jhMlsbjWph",5690,1433343700151775232,ADALend_finance,5,"{'url': {'urls': [{'url': 'https://t.co/CfBuZ5nmNn', 'expanded_url': 'https://adalend.finance/', 'display_url': 'adalend.finance', 'indices': [0, 23]}]}, 'description': {'urls': [{'url': 'https://t.co/GZnN1jhcqc', 'expanded_url': 'https://adalend.finance/AdaLend_Litepaper/', 'display_url': 'adalend.finance/AdaLend_Litepa…', 'indices': [76, 99]}, {'url': 'https://t.co/jhMlsbjWph', 'expanded_url': 'http://t.me/ADALend', 'display_url': 't.me/ADALend', 'indices': [104, 127]}]}}",7,"Based in Estonia, Talin",https://t.co/CfBuZ5nmNn,False,1.0
14366,14366,"Moonshot Collective (🤖,💜)",2021-09-03 19:19:08+00:00,A collection of builders & web3 community members who are prototyping technology to help us all coordinate better. A @GitcoinDAO workstream.,1213,1433871956173115395,MoonshotCollect,101,"{'url': {'urls': [{'url': 'https://t.co/zYBZMc0HeE', 'expanded_url': 'https://linktr.ee/moonshotcollective', 'display_url': 'linktr.ee/moonshotcollec…', 'indices': [0, 23]}]}, 'description': {'urls': []}}",106,Quadratic Lands,https://t.co/zYBZMc0HeE,False,1.0
14376,14376,Avarta,2021-08-23 03:14:43+00:00,Avarta reimagines trust through an authentication layer for DeFi and Web3.0 applications.,4711,1429642984388128769,AvartaNetwork,59,"{'url': {'urls': [{'url': 'https://t.co/zqJzuOQkha', 'expanded_url': 'http://avarta.io', 'display_url': 'avarta.io', 'indices': [0, 23]}]}, 'description': {'urls': []}}",40,,https://t.co/zqJzuOQkha,False,1.0
14454,14454,Invisible College | Decentraliens,2021-10-21 17:08:24+00:00,A learning DAO to onboard builders & creators into web3. Powered by 10k NFT aliens on the eco-friendly Solana blockchain. Discord: https://t.co/WvTT0Vl2h0,1582,1451233796414591005,decentraliens,898,"{'url': {'urls': [{'url': 'https://t.co/xu3BOXm9BN', 'expanded_url': 'https://www.invisiblecollege.xyz/', 'display_url': 'invisiblecollege.xyz', 'indices': [0, 23]}]}, 'description': {'urls': [{'url': 'https://t.co/WvTT0Vl2h0', 'expanded_url': 'https://discord.gg/GkYwFTysC7', 'display_url': 'discord.gg/GkYwFTysC7', 'indices': [131, 154]}]}}",16,Solana,https://t.co/xu3BOXm9BN,False,1.0
14942,14942,RED DAO🔴,2021-09-24 21:26:45+00:00,A digital fashion DAO house.,2612,1441514409768079361,RED___DAO,324,"{'url': {'urls': [{'url': 'https://t.co/E0UuiM6C2I', 'expanded_url': 'http://reddao.xyz', 'display_url': 'reddao.xyz', 'indices': [0, 23]}]}, 'description': {'urls': []}}",116,Metaverse,https://t.co/E0UuiM6C2I,False,1.0
2839,2839,The Pharmacist,2021-08-18 14:40:17+00:00,"NFT collector: Mekaverse, 0n1 Force, Gauntlets, Cryptodads, Space Punks & Dinos, KGDS, Messiverse, Divine Anarchy, Smol Brains, TreasureDAO and $MAGIC",933,1428003778221985792,Pharmacist_eth,4640,{'description': {'urls': []}},1375,,,False,1.0
15585,15585,"CyberDAO (🧬, 🧬)",2021-11-10 20:24:31+00:00,"CyberDAO's factions unite to build @bobanetwork's reserve currency. 

Website: https://t.co/jyWD8G8qWb
Medium: https://t.co/D0Ds5bCogl
Discord: https://t.co/Mr7fXs0pYk",4222,1458531007863328771,CyberDA0,74,"{'description': {'urls': [{'url': 'https://t.co/jyWD8G8qWb', 'expanded_url': 'https://cyberdao.finance', 'display_url': 'cyberdao.finance', 'indices': [79, 102]}, {'url': 'https://t.co/D0Ds5bCogl', 'expanded_url': 'http://cyberda0.medium.com', 'display_url': 'cyberda0.medium.com', 'indices': [111, 134]}, {'url': 'https://t.co/Mr7fXs0pYk', 'expanded_url': 'http://discord.gg/cyberdao', 'display_url': 'discord.gg/cyberdao', 'indices': [144, 167]}]}}",523,Earth,,False,1.0
15305,15305,SnowSafe 🔺,2021-11-18 01:32:32+00:00,"Grow your wealth with Snowsafe. 
The decentralized reserve currency protocol on #Avalanche.

Discord: https://t.co/GUYIMgZUFW",3214,1461144978894245890,SnowsafeDAO,20,"{'url': {'urls': [{'url': 'https://t.co/xAq4hKoeLL', 'expanded_url': 'http://snowsafe.finance', 'display_url': 'snowsafe.finance', 'indices': [0, 23]}]}, 'description': {'urls': [{'url': 'https://t.co/GUYIMgZUFW', 'expanded_url': 'http://discord.gg/snowsafe', 'display_url': 'discord.gg/snowsafe', 'indices': [102, 125]}]}}",14,Avalanche,https://t.co/xAq4hKoeLL,False,1.0
15298,15298,"NxM (🎵,🎵)",2021-06-06 12:41:58+00:00,"NxM = NEAR x Music - A community of Artists from across the globe coming together in this Web3 ecosystem to make the world a better place!
#NxMDAO",817,1401519644704395264,nxmlive,3367,"{'url': {'urls': [{'url': 'https://t.co/Hc5Ir7Za7T', 'expanded_url': 'https://linktr.ee/NxMLive', 'display_url': 'linktr.ee/NxMLive', 'indices': [0, 23]}]}, 'description': {'urls': []}}",547,Metaverse,https://t.co/Hc5Ir7Za7T,False,1.0
6303,6303,$CULTUR,2021-08-28 18:59:05+00:00,"The Culture DAO is a collective of AI engineers, storytellers, game designers building a Web3 Pixar, powered by $CULTUR. RIP IMB. https://t.co/fweMZJpcoN",1028,1431692728614674432,theculturedao,195,"{'url': {'urls': [{'url': 'https://t.co/uBydjtyyDJ', 'expanded_url': 'https://www.theculturedao.com/', 'display_url': 'theculturedao.com', 'indices': [0, 23]}]}, 'description': {'urls': [{'url': 'https://t.co/fweMZJpcoN', 'expanded_url': 'https://discord.gg/culturedao', 'display_url': 'discord.gg/culturedao', 'indices': [130, 153]}]}}",97,,https://t.co/uBydjtyyDJ,False,1.0
18285,18285,Aephai,2021-06-26 10:43:35+00:00,"https://t.co/3rq5SzoI9z
 Draw for fun and happy.",1376,1408737655840395267,retromanstudio,3468,"{'description': {'urls': [{'url': 'https://t.co/3rq5SzoI9z', 'expanded_url': 'http://foundation.app/@Aephai', 'display_url': 'foundation.app/@Aephai', 'indices': [0, 23]}]}}",1430,,,False,1.0
2080,2080,wakeandbayc.eth 🍌,2021-06-08 14:16:26+00:00,Good Month DAO | #bayc #bakc #mayc #cheetahgang | Long Kong #rkl | #zedhead - https://t.co/qhMnuECchD,2424,1402268228701802497,wakeandbayc,925,"{'description': {'urls': [{'url': 'https://t.co/qhMnuECchD', 'expanded_url': 'https://zed.run/stable/goodmonthdao-stables', 'display_url': 'zed.run/stable/goodmon…', 'indices': [78, 101]}]}}",420,,,False,1.0
20714,20714,Moremoney 🔺,2021-10-03 18:49:10+00:00,"A hybrid liquidity protocol for interest-free loans while collateral keeps earning Interest and Farm reward.

Join us on Discord: https://t.co/Gq0Lk6ib8g",1155,1444736118860222465,Moremoneyfi,166,"{'url': {'urls': [{'url': 'https://t.co/NVTzzmW8fn', 'expanded_url': 'https://linktr.ee/moremoney.finance', 'display_url': 'linktr.ee/moremoney.fina…', 'indices': [0, 23]}]}, 'description': {'urls': [{'url': 'https://t.co/Gq0Lk6ib8g', 'expanded_url': 'https://discord.gg/uHwQgNE776', 'display_url': 'discord.gg/uHwQgNE776', 'indices': [130, 153]}]}}",13,coming soon,https://t.co/NVTzzmW8fn,False,1.0
22020,22020,"OnChainMonkey (🍌,🍌)",2021-09-12 12:54:14+00:00,OS: https://t.co/A3ote72sBc 🐵 Discord: https://t.co/GjFMlpxlDV 🥳 Founders: @huuep @amandaterry @KiteVC 🌟OCM KARMA and DAO in Q1 2022,9493,1437036457042989061,OnChainMonkey,8220,"{'url': {'urls': [{'url': 'https://t.co/UB8MHjweGA', 'expanded_url': 'https://onchainmonkey.com/', 'display_url': 'onchainmonkey.com', 'indices': [0, 23]}]}, 'description': {'urls': [{'url': 'https://t.co/A3ote72sBc', 'expanded_url': 'http://opensea.io/collection/onchainmonkey', 'display_url': 'opensea.io/collection/onc…', 'indices': [4, 27]}, {'url': 'https://t.co/GjFMlpxlDV', 'expanded_url': 'http://discord.gg/ocm', 'display_url': 'discord.gg/ocm', 'indices': [39, 62]}]}}",1355,Monkeyverse,https://t.co/UB8MHjweGA,False,1.0
21996,21996,"SecureDao (Σ, Σ)",2021-07-22 06:45:18+00:00,"$SCR is a decentralized reserve currency that remains unbound by a peg. Solving liquidity ownership. Vanilla OHM with a twist. Available on #Fantom (Σ, Σ)",1884,1418099504809750531,SecureDao,439,"{'url': {'urls': [{'url': 'https://t.co/OOv8ccHs2B', 'expanded_url': 'https://securedao.finance/', 'display_url': 'securedao.finance', 'indices': [0, 23]}]}, 'description': {'urls': []}}",42,https://discord.gg/securedao,https://t.co/OOv8ccHs2B,False,1.0
21916,21916,perchy.eth 🏴🦇🔊,2021-06-02 16:18:44+00:00,"Cartoonist. Chippi creator: https://t.co/p1ehmkdQBM
Contributor @BanklessDAO Writer @TheRugNews The Future is DAO - https://t.co/IaFNeQs5lJ",1903,1400124272492744708,TheFutureisDAO1,5538,"{'url': {'urls': [{'url': 'https://t.co/fmbAoHMjuY', 'expanded_url': 'https://rarible.com/banklesslocations', 'display_url': 'rarible.com/banklesslocati…', 'indices': [0, 23]}]}, 'description': {'urls': [{'url': 'https://t.co/p1ehmkdQBM', 'expanded_url': 'http://opensea.io/collection/chippi', 'display_url': 'opensea.io/collection/chi…', 'indices': [28, 51]}, {'url': 'https://t.co/IaFNeQs5lJ', 'expanded_url': 'http://thefutureisdao.com', 'display_url': 'thefutureisdao.com', 'indices': [116, 139]}]}}",2085,The Bankless Nation,https://t.co/fmbAoHMjuY,False,1.0
21899,21899,RenaissanceDao,2021-11-20 22:24:51+00:00,"#RenaissanceDAO is building and owning #NFT liquidity on #auroraisnear #near
TG: https://t.co/9nJNlA5ElZ",3477,1462185143070691330,dao_renaissance,22,"{'url': {'urls': [{'url': 'https://t.co/hdJ6hK3YIK', 'expanded_url': 'https://discord.gg/renaissancedao', 'display_url': 'discord.gg/renaissancedao', 'indices': [0, 23]}]}, 'description': {'urls': [{'url': 'https://t.co/9nJNlA5ElZ', 'expanded_url': 'https://t.me/renaissancedao', 'display_url': 't.me/renaissancedao', 'indices': [81, 104]}]}}",0,"(3,3)",https://t.co/hdJ6hK3YIK,False,1.0
21833,21833,everythingempty 🌓,2021-08-26 13:40:01+00:00,"Building @pathdao Prev @bcg

Punk #9841 @dinoDAOeth #78",1241,1430887571148611588,everythingempt0,3067,"{'url': {'urls': [{'url': 'https://t.co/v9qHvb3nQp', 'expanded_url': 'https://pathdao.io/', 'display_url': 'pathdao.io', 'indices': [0, 23]}]}, 'description': {'urls': []}}",427,Metaverse,https://t.co/v9qHvb3nQp,False,1.0
350,350,Mighty M,2021-10-07 19:11:05+00:00,"Harmony protocol lover. DeFi hard-worker. CM and Marketing principal in... a lot of things.

I'm the man.",2529,1446191323585908746,0xMightyM,444,"{'url': {'urls': [{'url': 'https://t.co/gLDSwsAEJZ', 'expanded_url': 'https://www.tranquil.finance/', 'display_url': 'tranquil.finance', 'indices': [0, 23]}]}, 'description': {'urls': []}}",66,,https://t.co/gLDSwsAEJZ,False,1.0
404,404,ENTROPES,2021-08-28 01:16:30+00:00,"Traditional art is collected, Multiplayer art is shared.

Discord → https://t.co/lCgb3mHQLc
OpenSea → https://t.co/tsEpGxt0j4",1785,1431377756567195649,multiplayerart,68,"{'url': {'urls': [{'url': 'https://t.co/drmUQUiNPd', 'expanded_url': 'https://entropes.xyz', 'display_url': 'entropes.xyz', 'indices': [0, 23]}]}, 'description': {'urls': [{'url': 'https://t.co/lCgb3mHQLc', 'expanded_url': 'http://discord.gg/SByCf9fyEy', 'display_url': 'discord.gg/SByCf9fyEy', 'indices': [68, 91]}, {'url': 'https://t.co/tsEpGxt0j4', 'expanded_url': 'https://opensea.io/collection/entrope', 'display_url': 'opensea.io/collection/ent…', 'indices': [102, 125]}]}}",6,,https://t.co/drmUQUiNPd,False,1.0
21601,21601,B u f f C h i m p z & APEs,2021-08-12 12:35:47+00:00,"There is a rumble in the Jungle
expect B u f f C h i m p z  

Join our Discord https://t.co/T8Ir0KHF3Q

Creator of the official APE NFTs @ChaosDAO",2253,1425798128633004040,ApesAndArt,1380,"{'url': {'urls': [{'url': 'https://t.co/7EzlscT2CO', 'expanded_url': 'https://singular.rmrk.app/collections/dac5c7f54029d0e73c-1MSUV', 'display_url': 'singular.rmrk.app/collections/da…', 'indices': [0, 23]}]}, 'description': {'urls': [{'url': 'https://t.co/T8Ir0KHF3Q', 'expanded_url': 'http://discord.gg/YeGqEaVHXB', 'display_url': 'discord.gg/YeGqEaVHXB', 'indices': [79, 102]}]}}",45,Chaos DAO HQ,https://t.co/7EzlscT2CO,False,1.0
21454,21454,Chaos Labs,2021-10-26 07:38:44+00:00,Securing blockchains and protocols through robust agent and scenario based simulations. (We're hiring!) https://t.co/kCslkwqMgu | DM: https://t.co/zXDXDw6IUn,1016,1452902430690136064,chaos_labs,25,"{'description': {'urls': [{'url': 'https://t.co/kCslkwqMgu', 'expanded_url': 'http://chaoslabs.xyz', 'display_url': 'chaoslabs.xyz', 'indices': [104, 127]}, {'url': 'https://t.co/zXDXDw6IUn', 'expanded_url': 'https://twitter.com/omeragoldberg', 'display_url': 'twitter.com/omeragoldberg', 'indices': [134, 157]}]}}",18,,,False,1.0
629,629,Happiness House,2021-09-16 16:16:00+00:00,The #1 FREE mental health resource in the Metaverse. Founded by @sxtvik & @beijingdou. In partnership with @thesandboxgame & @runaway_app. Coming soon!,994,1438537085414150156,hhmetaverse,59,{'description': {'urls': []}},6,,,False,1.0
914,914,Tomb Fork Watch,2021-12-29 18:56:56+00:00,"Latest updates on all tomb finance forks

$tomb $tshare #fork #tombfork #tombfinance",895,1476265974802235394,TombForkWatch,4,{'description': {'urls': []}},35,TheBlockChain,,False,1.0
20871,20871,Angular Finance,2021-09-07 16:47:08+00:00,"An isolated lending pair protocol, JV of @ComposableFin & @hydra_dx ⚪️ WE'RE HIRING! Apply with your dev or marketing profile 📩 hiring at angular dot finance",1067,1435283467101741060,AngularFinance,45,"{'url': {'urls': [{'url': 'https://t.co/GcP6NVY96c', 'expanded_url': 'https://linktr.ee/AngularFinance', 'display_url': 'linktr.ee/AngularFinance', 'indices': [0, 23]}]}, 'description': {'urls': []}}",4,parachain Picasso,https://t.co/GcP6NVY96c,False,1.0
